plant_fut_SZ,seed_SZ,HTp
futCM22,DM21,0.939236245
futCM22,DM22,0.8906133385
futCM22,DM23,0.7261755966
futCM22,DMG11,0.6661163753
futCM22,FF11,0.6877137182
futCM22,FP11,0.6238399302
futCM22,FP12,0.4935280083
futCM22,KU11,0.6603732523
futCM22,LBH11,0.7949203746
futCM22,LBH12,0.693439266
futCM22,LBH13,0.8130330211
futCM22,LBH14,0.8528637029
futCM22,LBH15,0.8688909283
futCM22,LBH16,0.8413282721
futCM22,LBH21,0.6582156759
futCM22,LF11,0.821429094
futCM22,LF12,0.8106862621
futCM22,LF13,0.705356992
futCM22,LF14,0.6791586114
futCM22,LF15,0.7170628011
futCM22,LF21,0.6392834997
futCM22,LF22,0.6413401484
futCM22,LF23,0.5748019562
futCM22,M11,0.6137162398
futCM22,M21,0.5261242589
futCM22,M22,0.6301920922
futCM22,M32,0.5724822292
futCM22,M41,0.5034985841
futCM22,M42,0.3647436042
futCM22,M43,0.5509266616
futCM22,M44,0.5428421328
futCM22,M45,0.5353945094
futCM22,M51,0.4396104587
futCM22,M53,0.4508414346
futCM22,M54,0.468207174
futCM22,M55,0.4902566957
futCM22,M56,0.4489735535
futCM22,MG11,0.7089528
futCM22,MG12,0.5847068197
futCM22,MG13,0.626086436
futCM22,NF11,0.837334127
futCM22,NM11,0.6814175916
futCM22,NM21,0.6762394685
futCM22,PAD11,0.7834288111
futCM22,PRP11,0.9007677104
futCM22,SA11,0.3778479706
futCM22,SA12,0.3467306888
futCM22,SA21,0.2296746991
futCM22,SA22,0.2159282383
futCM22,SA31,0.3177967142
futCM22,SA32,0.3701557095
futCM22,SA33,0.3442870736
futCM22,SA41,0.2108280856
futCM22,SA42,0.2591044054
futCM22,SA43,0.2386366754
futCM22,UBH11,0.7388498773
futCM22,UBH12,0.7944559002
futCM22,UBH13,0.7418167882
futCM22,UF11,0.5347070175
futCM22,UF12,0.5644156514
futCM22,UF13,0.5164892718
futCM22,UF14,0.5182152765
futCM22,UF15,0.5235079401
futCM22,UF24,0.4429071673
futCM22,UF25,0.4218056305
futCM23,AP11,0.8032150057
futCM23,BSA11,0.5785961397
futCM23,BSA12,0.5840929014
futCM23,CM11,0.764107673
futCM23,CM12,0.8662480142
futCM23,CM13,0.8188390999
futCM23,CM21,0.8935205631
futCM23,CM22,0.893507696
futCM23,CM23,0.9052504047
futCM23,CM24,0.9169909484
futCM23,CM31,0.927373627
futCM23,CM32,0.9071273106
futCM23,CM33,0.8964135849
futCM23,CM34,0.8397286382
futCM23,CM35,0.7889302014
futCM23,CP11,0.9292268905
futCM23,CP12,0.8920481303
futCM23,DM11,0.8786794536
futCM23,DM12,0.9106596792
futCM23,DM13,0.9250700998
futCM23,DM21,0.9489416991
futCM23,DM22,0.9061565324
futCM23,DM23,0.7540259321
futCM23,DMG11,0.6940514018
futCM23,FF11,0.7260910461
futCM23,FP11,0.6578514877
futCM23,FP12,0.5261016946
futCM23,KU11,0.6398876406
futCM23,LBH11,0.7814092653
futCM23,LBH12,0.6797581515
futCM23,LBH13,0.8031306209
futCM23,LBH14,0.8480972813
futCM23,LBH15,0.8677560775
futCM23,LBH16,0.8434241944
futCM23,LBH21,0.6446216348
futCM23,LF11,0.8261032219
futCM23,LF12,0.8295266674
futCM23,LF13,0.7259551029
futCM23,LF14,0.7023127231
futCM23,LF15,0.7404480671
futCM23,LF21,0.663472954
futCM23,LF22,0.6667097331
futCM23,LF23,0.6028520127
futCM23,M11,0.6514664395
futCM23,M21,0.5527356937
futCM23,M22,0.6594212627
futCM23,M32,0.5990837008
futCM23,M41,0.5277686386
futCM23,M42,0.3826740622
futCM23,M43,0.5809366448
futCM23,M44,0.5739419675
futCM23,M45,0.5697095924
futCM23,M51,0.4612588103
futCM23,M53,0.4755976197
futCM23,M54,0.4958671808
futCM23,M55,0.5222956285
futCM23,M56,0.4783138726
futCM23,MG11,0.746031504
futCM23,MG12,0.6225605016
futCM23,MG13,0.6626974225
futCM23,NF11,0.864013178
futCM23,NM11,0.6632428673
futCM23,NM21,0.6606070935
futCM23,PAD11,0.7623596212
futCM23,PRP11,0.9133682145
futCM23,SA11,0.3985304026
futCM23,SA12,0.3646911437
futCM23,SA21,0.2432842129
futCM23,SA22,0.228184223
futCM23,SA31,0.335053956
futCM23,SA32,0.3934527939
futCM23,SA33,0.3673569586
futCM23,SA41,0.2229079143
futCM23,SA42,0.2762409684
futCM23,SA43,0.2557978593
futCM23,UBH11,0.7292167589
futCM23,UBH12,0.7895180802
futCM23,UBH13,0.7505653153
futCM23,UF11,0.5566404082
futCM23,UF12,0.5887351491
futCM23,UF13,0.5413705679
futCM23,UF14,0.541894618
futCM23,UF15,0.5490422768
futCM23,UF24,0.4655129159
futCM23,UF25,0.4436986556
futCM24,AP11,0.7501215475
futCM24,BSA11,0.5411752203
futCM24,BSA12,0.5370204748
futCM24,CM11,0.7061403413
futCM24,CM12,0.818198668
futCM24,CM13,0.7687231035
futCM24,CM21,0.8609113492
futCM24,CM22,0.8653084094
futCM24,CM23,0.879101701
futCM24,CM24,0.9062635225
futCM24,CM31,0.9252832424
futCM24,CM32,0.9285284643
futCM24,CM33,0.9122123395
futCM24,CM34,0.8758279145
futCM24,CM35,0.8391238811
futCM24,CP11,0.9449273226
futCM24,CP12,0.9096168855
futCM24,DM11,0.8318704327
futCM24,DM12,0.8923680239
futCM24,DM13,0.9317464332
futCM24,DM21,0.9517388768
futCM24,DM22,0.9345923629
futCM24,DM23,0.8006601539
futCM24,DMG11,0.6754504521
futCM24,FF11,0.7576541463
futCM24,FP11,0.6945858082
futCM24,FP12,0.5757490674
futCM24,KU11,0.5783983741
futCM24,LBH11,0.7342764823
futCM24,LBH12,0.632439695
futCM24,LBH13,0.77552501
