plant_SZ,seed_SZ,GS
CM13,NM11,0.745376432
CM13,NM21,0.706756145
CM13,PAD11,0.856397763
CM13,PRP11,0.827356964
CM13,SA11,0.220422652
CM13,SA12,0.193756517
CM13,SA21,0.114204263
CM13,SA22,0.10422266
CM13,SA31,0.164489217
CM13,SA32,0.187635705
CM13,SA33,0.153096907
CM13,SA41,0.095716002
CM13,SA42,0.118149406
CM13,SA43,0.092431551
CM13,UBH11,0.702465506
CM13,UBH12,0.763478224
CM13,UBH13,0.652353261
CM13,UF11,0.344867204
CM13,UF12,0.365272296
CM13,UF13,0.330041393
CM13,UF14,0.31855067
CM13,UF15,0.314296407
CM13,UF24,0.260896665
CM13,UF25,0.237827306
CM21,AP11,0.796282236
CM21,BSA11,0.511718426
CM21,BSA12,0.520730013
CM21,CM11,0.749632548
CM21,CM12,0.901
CM21,CM13,0.801388519
CM21,CM21,0.901
CM21,CM22,0.901
CM21,CM23,0.901
CM21,CM24,0.901
CM21,CM31,0.901
CM21,CM32,0.842828359
CM21,CM33,0.840201592
CM21,CM34,0.750252454
CM21,CM35,0.661854537
CM21,CP11,0.83283267
CM21,CP12,0.758644589
CM21,DM11,0.901
CM21,DM12,0.901
CM21,DM13,0.901
CM21,DM21,0.901
CM21,DM22,0.820249805
CM21,DM23,0.601375541
CM21,DMG11,0.529104115
CM21,FF11,0.523550997
CM21,FP11,0.472627362
CM21,FP12,0.321862136
CM21,KU11,0.606431202
CM21,LBH11,0.75064033
CM21,LBH12,0.631425685
CM21,LBH13,0.768114055
CM21,LBH14,0.815407047
CM21,LBH15,0.822141311
CM21,LBH16,0.797372827
CM21,LBH21,0.589121921
CM21,LF11,0.75725372
CM21,LF12,0.746268428
CM21,LF13,0.614433867
CM21,LF14,0.583805538
CM21,LF15,0.608247845
CM21,LF21,0.530735354
CM21,LF22,0.517625933
CM21,LF23,0.438886258
CM21,M11,0.441816594
CM21,M21,0.420957473
CM21,M22,0.521479833
CM21,M32,0.458231643
CM21,M41,0.379493025
CM21,M42,0.24882712
CM21,M43,0.408273393
CM21,M44,0.391097903
CM21,M45,0.368699222
CM21,M51,0.320021591
CM21,M53,0.317658371
CM21,M54,0.323261271
CM21,M55,0.333217565
CM21,M56,0.288739451
CM21,MG11,0.551324009
CM21,MG12,0.413362477
CM21,MG13,0.462033828
CM21,NF11,0.72637207
CM21,NM11,0.62493067
CM21,NM21,0.610338626
CM21,PAD11,0.751985944
CM21,PRP11,0.901
CM21,SA11,0.276377461
CM21,SA12,0.241380128
CM21,SA21,0.148388715
CM21,SA22,0.134094299
CM21,SA31,0.208453794
CM21,SA32,0.238281672
CM21,SA33,0.206986665
CM21,SA41,0.125354716
CM21,SA42,0.153659526
CM21,SA43,0.130570931
CM21,UBH11,0.681352192
CM21,UBH12,0.74455454
CM21,UBH13,0.674056923
CM21,UF11,0.433055922
CM21,UF12,0.455647768
CM21,UF13,0.410147781
CM21,UF14,0.400358264
CM21,UF15,0.392245699
CM21,UF24,0.325496717
CM21,UF25,0.299837146
CM22,AP11,0.787565662
CM22,BSA11,0.520017247
CM22,BSA12,0.522808665
CM22,CM11,0.737259516
CM22,CM12,0.856587866
CM22,CM13,0.795637045
CM22,CM21,0.889731997
CM22,CM22,0.88764789
CM22,CM23,0.895676695
CM22,CM24,0.903841286
CM22,CM31,0.899380814
CM22,CM32,0.866797879
CM22,CM33,0.863995697
CM22,CM34,0.779100407
CM22,CM35,0.692402558
CM22,CP11,0.851189878
CM22,CP12,0.777671862
CM22,DM11,0.867797984
CM22,DM12,0.888082913
CM22,DM13,0.891374673
