BECvar_site,BECvar_seed,HTp_pred
futCM22,CM24,0.845286495
futCM22,CM31,0.901
futCM22,CM32,0.847292721
futCM22,CM33,0.827850881
futCM22,CM34,0.777367198
futCM22,CM35,0.736730757
futCM22,CP11,0.901
futCM22,CP12,0.842864843
futCM22,DM11,0.814216673
futCM22,DM12,0.834979143
futCM22,DM13,0.901
futCM22,DM21,0.901
futCM22,DM22,0.901
futCM22,DM23,0.69353601
futCM22,DMG11,0.663227651
futCM22,FF11,0.672996004
futCM22,FP11,0.584624072
futCM22,FP12,0.469436736
futCM22,KU11,0.555190514
futCM22,LBH11,0.688861013
futCM22,LBH12,0.578104832
futCM22,LBH13,0.7080355
futCM22,LBH14,0.756106767
futCM22,LBH15,0.782577807
futCM22,LBH16,0.747870672
futCM22,LBH21,0.542020687
futCM22,LF11,0.743539388
futCM22,LF12,0.752391988
futCM22,LF13,0.66308181
futCM22,LF14,0.639129296
futCM22,LF15,0.681378065
futCM22,LF21,0.595505635
futCM22,LF22,0.599975773
futCM22,LF23,0.527495476
futCM22,M11,0.576198518
futCM22,M21,0.476100277
futCM22,M22,0.569266929
futCM22,M32,0.509992447
futCM22,M41,0.436605156
futCM22,M42,0.303681312
futCM22,M43,0.494953738
futCM22,M44,0.496967084
futCM22,M45,0.496719041
futCM22,M51,0.372061171
futCM22,M53,0.389940974
futCM22,M54,0.416056095
futCM22,M55,0.447102968
futCM22,M56,0.410108895
futCM22,MG11,0.708868701
futCM22,MG12,0.593627826
futCM22,MG13,0.608944737
futCM22,NF11,0.818159526
futCM22,NM11,0.57534718
futCM22,NM21,0.562240965
futCM22,PAD11,0.689629731
futCM22,PRP11,0.846160053
futCM22,SA11,0.32580824
futCM22,SA12,0.289455401
futCM22,SA21,0.18637989
futCM22,SA22,0.171212855
futCM22,SA31,0.262665801
futCM22,SA32,0.317017944
futCM22,SA33,0.301949371
futCM22,SA41,0.167075552
futCM22,SA42,0.212609089
futCM22,SA43,0.202873511
futCM22,UBH11,0.626665597
futCM22,UBH12,0.689223798
futCM22,UBH13,0.647235881
futCM22,UF11,0.490698714
futCM22,UF12,0.518084645
futCM22,UF13,0.469578582
futCM22,UF14,0.466663601
futCM22,UF15,0.468840504
futCM22,UF24,0.38597948
futCM22,UF25,0.36491265
futCM23,AP11,0.705798328
futCM23,BSA11,0.462041597
futCM23,BSA12,0.468030431
futCM23,CM11,0.667030818
futCM23,CM12,0.779400906
futCM23,CM13,0.720867568
futCM23,CM21,0.805391443
futCM23,CM22,0.804170582
futCM23,CM23,0.818845292
futCM23,CM24,0.837308184
futCM23,CM31,0.85721915
futCM23,CM32,0.852331622
futCM23,CM33,0.83166185
futCM23,CM34,0.791662746
futCM23,CM35,0.756946797
futCM23,CP11,0.896274325
futCM23,CP12,0.865211213
futCM23,DM11,0.79763713
futCM23,DM12,0.835771068
futCM23,DM13,0.869528759
futCM23,DM21,0.902573438
futCM23,DM22,0.867974408
futCM23,DM23,0.718450885
futCM23,DMG11,0.689376149
futCM23,FF11,0.709402833
futCM23,FP11,0.615499754
futCM23,FP12,0.499887622
