plant_SZ,seed_SZ,GS
CM12,CP11,0.79396367
CM12,CP12,0.741942179
CM12,DM11,0.901
CM12,DM12,0.82872476
CM12,DM13,0.815863259
CM12,DM21,0.836422796
CM12,DM22,0.768123648
CM12,DM23,0.586679744
CM12,DMG11,0.631254349
CM12,FF11,0.554650695
CM12,FP11,0.484119535
CM12,FP12,0.353176478
CM12,KU11,0.64384955
CM12,LBH11,0.729988373
CM12,LBH12,0.62511179
CM12,LBH13,0.711597103
CM12,LBH14,0.759672649
CM12,LBH15,0.747070295
CM12,LBH16,0.741546594
CM12,LBH21,0.590201566
CM12,LF11,0.685717879
CM12,LF12,0.69854386
CM12,LF13,0.586530492
CM12,LF14,0.56420663
CM12,LF15,0.584905705
CM12,LF21,0.516257368
CM12,LF22,0.505724161
CM12,LF23,0.439926072
CM12,M11,0.47863613
CM12,M21,0.428147477
CM12,M22,0.524870797
CM12,M32,0.4546566
CM12,M41,0.382588467
CM12,M42,0.261715772
CM12,M43,0.416713803
CM12,M44,0.403596538
CM12,M45,0.392560037
CM12,M51,0.3288338
CM12,M53,0.329221668
CM12,M54,0.338378735
CM12,M55,0.35566313
CM12,M56,0.314383441
CM12,MG11,0.612126124
CM12,MG12,0.512107958
CM12,MG13,0.53691715
CM12,NF11,0.744997152
CM12,NM11,0.656325878
CM12,NM21,0.618725202
CM12,PAD11,0.767763537
CM12,PRP11,0.816034021
CM12,SA11,0.29211503
CM12,SA12,0.256556409
CM12,SA21,0.171685659
CM12,SA22,0.156530645
CM12,SA31,0.22656309
CM12,SA32,0.259571
CM12,SA33,0.23328253
CM12,SA41,0.147824681
CM12,SA42,0.178491873
CM12,SA43,0.158430808
CM12,UBH11,0.636892316
CM12,UBH12,0.693843021
CM12,UBH13,0.624676303
CM12,UF11,0.432764744
CM12,UF12,0.451032747
CM12,UF13,0.41435713
CM12,UF14,0.400482606
CM12,UF15,0.394012183
CM12,UF24,0.333655316
CM12,UF25,0.310368206
CM13,AP11,0.83546626
CM13,BSA11,0.569430545
CM13,BSA12,0.596692866
CM13,CM11,0.815637823
CM13,CM12,0.885602119
CM13,CM13,0.840552565
CM13,CM21,0.870875211
CM13,CM22,0.859801306
CM13,CM23,0.863435815
CM13,CM24,0.846280044
CM13,CM31,0.833589074
CM13,CM32,0.790134574
