BECvar_site,BECvar_seed,HTp_pred
futCM31,CM12,0.76882123
futCM31,CM13,0.718904495
futCM31,CM21,0.814141265
futCM31,CM22,0.820727399
futCM31,CM23,0.840224272
futCM31,CM24,0.874464871
futCM31,CM31,0.906194242
futCM31,CM32,0.924850422
futCM31,CM33,0.903489339
futCM31,CM34,0.889653367
futCM31,CM35,0.869121546
futCM31,CP11,0.958175681
futCM31,CP12,0.935662622
futCM31,DM11,0.786502375
futCM31,DM12,0.873563264
futCM31,DM13,0.928697176
futCM31,DM21,0.949029595
futCM31,DM22,0.9457193
futCM31,DM23,0.837123557
futCM31,DMG11,0.707458322
futCM31,FF11,0.809787675
futCM31,FP11,0.737882691
futCM31,FP12,0.622528235
futCM31,KU11,0.525239989
futCM31,LBH11,0.685003169
futCM31,LBH12,0.583113643
futCM31,LBH13,0.730305034
futCM31,LBH14,0.780512372
futCM31,LBH15,0.834293173
futCM31,LBH16,0.797676772
futCM31,LBH21,0.548246853
futCM31,LF11,0.824709331
futCM31,LF12,0.863099325
futCM31,LF13,0.802769359
futCM31,LF14,0.784137432
futCM31,LF15,0.822752389
futCM31,LF21,0.7460556
futCM31,LF22,0.75077987
futCM31,LF23,0.683009387
futCM31,M11,0.708333215
futCM31,M21,0.631635376
futCM31,M22,0.704798661
futCM31,M32,0.655801351
futCM31,M41,0.576922198
futCM31,M42,0.425187148
futCM31,M43,0.643764843
futCM31,M44,0.650472549
futCM31,M45,0.64742441
futCM31,M51,0.501167797
futCM31,M53,0.527455011
futCM31,M54,0.559995319
futCM31,M55,0.593302638
futCM31,M56,0.55547522
futCM31,MG11,0.810463944
futCM31,MG12,0.686475022
futCM31,MG13,0.70367776
futCM31,NF11,0.888827136
futCM31,NM11,0.552582132
futCM31,NM21,0.556864496
futCM31,PAD11,0.64946358
